区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
内用薬,2171022F3277,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,,アムロジピンＯＤ錠２．５ｍｇ「ＣＨ」,長生堂製薬,後発品,,,10.40 ,,
内用薬,2171022F3293,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,,アムロジピンＯＤ錠２．５ｍｇ「ＴＹＫ」,武田テバ薬品,後発品,,,10.40 ,,
内用薬,2171022F3307,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,,アムロジピンＯＤフィルム２．５ｍｇ「ＱＱ」,救急薬品工業,後発品,,,14.20 ,,
内用薬,2171022F3315,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,,アムロジピンＯＤ錠２．５ｍｇ「テバ」,武田テバファーマ,後発品,,,10.40 ,,
内用薬,2171022F3323,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,,アムロジピンＯＤ錠２．５ｍｇ「イセイ」,コーアイセイ,後発品,,,14.20 ,,
内用薬,2171022F3331,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,,アムロジピンＯＤ錠２．５ｍｇ「杏林」,キョーリンリメディオ,後発品,,,10.40 ,,
内用薬,2171022F4028,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジンＯＤ錠５ｍｇ,大日本住友製薬,,先発品,○,47.60 ,,
内用薬,2171022F4036,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「トーワ」,東和薬品,後発品,,,26.20 ,,
内用薬,2171022F4044,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,ノルバスクＯＤ錠５ｍｇ,ファイザー,,先発品,○,48.70 ,,
内用薬,2171022F4052,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,26.20 ,,
内用薬,2171022F4079,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「ＮＰ」,ニプロ,後発品,,,20.00 ,,
内用薬,2171022F4087,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「ＮＳ」,日新製薬（山形）,後発品,,,26.20 ,,
内用薬,2171022F4095,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,20.00 ,,
内用薬,2171022F4117,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「ＹＤ」,陽進堂,後発品,,,20.00 ,,
内用薬,2171022F4125,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「ＺＥ」,全星薬品工業,後発品,,,26.20 ,,
内用薬,2171022F4133,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「あすか」,あすか製薬,後発品,,,26.20 ,,
内用薬,2171022F4141,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「アメル」,共和薬品工業,後発品,,,26.20 ,,
内用薬,2171022F4150,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「科研」,大興製薬,後発品,,,26.20 ,,
内用薬,2171022F4168,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「ケミファ」,日本薬品工業,後発品,,,26.20 ,,
内用薬,2171022F4176,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「サワイ」,沢井製薬,後発品,,,26.20 ,,
内用薬,2171022F4184,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「サンド」,サンド,後発品,,,20.00 ,,
内用薬,2171022F4206,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「タカタ」,高田製薬,後発品,,,20.00 ,,
内用薬,2171022F4214,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「日医工」,日医工,後発品,,,20.00 ,,
内用薬,2171022F4222,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「フソー」,シオノケミカル,後発品,,,20.00 ,,
内用薬,2171022F4230,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,26.20 ,,
内用薬,2171022F4257,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「ＥＭＥＣ」,エルメッド　エーザイ,後発品,,,26.20 ,,
内用薬,2171022F4265,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「ＫＮ」,小林化工,後発品,,,20.00 ,,
内用薬,2171022F4273,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「ＣＨ」,長生堂製薬,後発品,,,20.00 ,,
内用薬,2171022F4290,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「ＴＹＫ」,武田テバ薬品,後発品,,,20.00 ,,
内用薬,2171022F4303,アムロジピンベシル酸塩,５ｍｇ１錠,,,,アムロジピンＯＤフィルム５ｍｇ「ＱＱ」,救急薬品工業,後発品,,,26.20 ,,
内用薬,2171022F4311,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「テバ」,武田テバファーマ,後発品,,,20.00 ,,
内用薬,2171022F4320,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「イセイ」,コーアイセイ,後発品,,,20.00 ,,
内用薬,2171022F4338,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「杏林」,キョーリンリメディオ,後発品,,,20.00 ,,
内用薬,2171022F5016,アムロジピンベシル酸塩,１０ｍｇ１錠,,,,アムロジピンベシル酸塩１０ｍｇ錠,,後発品,,,17.20 ,,
内用薬,2171022F5024,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジン錠１０ｍｇ,大日本住友製薬,,先発品,○,73.10 ,,
内用薬,2171022F5032,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,ノルバスク錠１０ｍｇ,ファイザー,,先発品,○,73.80 ,,
内用薬,2171022F5040,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＥＭＥＣ」,エルメッド　エーザイ,後発品,,,40.70 ,,
内用薬,2171022F5059,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＫＮ」,小林化工,後発品,,,40.70 ,,
内用薬,2171022F5067,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ツルハラ」,鶴原製薬,後発品,,,40.70 ,,
内用薬,2171022F5075,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「トーワ」,東和薬品,後発品,,,40.70 ,,
内用薬,2171022F5083,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＭＥＤ」,メディサ新薬,後発品,,,40.70 ,H30.3.31まで,
内用薬,2171022F5105,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＮＰ」,ニプロ,後発品,,,32.10 ,,
内用薬,2171022F5113,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＮＳ」,日新製薬（山形）,後発品,,,40.70 ,,
内用薬,2171022F5130,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「あすか」,あすか製薬,後発品,,,32.10 ,,
内用薬,2171022F5148,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「アメル」,共和薬品工業,後発品,,,40.70 ,,
内用薬,2171022F5156,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「科研」,ダイト,後発品,,,40.70 ,,
内用薬,2171022F5164,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「杏林」,キョーリンリメディオ,後発品,,,32.10 ,,
内用薬,2171022F5172,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ケミファ」,日本薬品工業,後発品,,,40.70 ,,
内用薬,2171022F5180,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「サワイ」,沢井製薬,後発品,,,40.70 ,,
内用薬,2171022F5199,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「タカタ」,高田製薬,後発品,,,40.70 ,,
内用薬,2171022F5202,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「タナベ」,ニプロＥＳファーマ,後発品,,,40.70 ,,
内用薬,2171022F5210,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「日医工」,日医工,後発品,,,32.10 ,,
内用薬,2171022F5229,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,40.70 ,,
内用薬,2171022F5245,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＣＨ」,長生堂製薬,後発品,,,32.10 ,,
内用薬,2171022F5253,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,40.70 ,,
内用薬,2171022F5261,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「Ｆ」,富士製薬工業,後発品,,,40.70 ,,
内用薬,2171022F5270,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,40.70 ,,
内用薬,2171022F5288,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＱＱ」,救急薬品工業,後発品,,,40.70 ,,
内用薬,2171022F5296,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,32.10 ,,
内用薬,2171022F5300,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＴＹＫ」,コーアバイオテックベイ,後発品,,,32.10 ,,
内用薬,2171022F5318,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＹＤ」,陽進堂,後発品,,,32.10 ,,
内用薬,2171022F5326,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「イセイ」,コーアイセイ,後発品,,,40.70 ,,
内用薬,2171022F5334,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「オーハラ」,大原薬品工業,後発品,,,40.70 ,,
内用薬,2171022F5342,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「タイヨー」,大興製薬,後発品,,,40.70 ,,
内用薬,2171022F5350,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「フソー」,シオノケミカル,後発品,,,32.10 ,,
内用薬,2171022F6020,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジンＯＤ錠１０ｍｇ,大日本住友製薬,,先発品,○,73.10 ,,
内用薬,2171022F6039,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,ノルバスクＯＤ錠１０ｍｇ,ファイザー,,先発品,○,73.80 ,,
内用薬,2171022F6047,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「トーワ」,東和薬品,後発品,,,40.70 ,,
内用薬,2171022F6055,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「ＥＭＥＣ」,エルメッド　エーザイ,後発品,,,40.70 ,,
内用薬,2171022F6063,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「ＫＮ」,小林化工,後発品,,,40.70 ,,
内用薬,2171022F6071,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「ＮＰ」,ニプロ,後発品,,,32.10 ,,
内用薬,2171022F6080,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,32.10 ,,
内用薬,2171022F6098,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「ＺＥ」,全星薬品工業,後発品,,,40.70 ,,
内用薬,2171022F6101,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「アメル」,共和薬品工業,後発品,,,40.70 ,,
内用薬,2171022F6110,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「杏林」,キョーリンリメディオ,後発品,,,32.10 ,,
内用薬,2171022F6128,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「サワイ」,沢井製薬,後発品,,,40.70 ,,
内用薬,2171022F6136,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「サンド」,サンド,後発品,,,32.10 ,,
内用薬,2171022F6144,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「タカタ」,高田製薬,後発品,,,40.70 ,,
内用薬,2171022F6152,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「日医工」,日医工,後発品,,,32.10 ,,
内用薬,2171022F6160,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「ＣＨ」,長生堂製薬,後発品,,,32.10 ,,
内用薬,2171022F6179,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,40.70 ,,
内用薬,2171022F6187,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「ＮＳ」,日新製薬（山形）,後発品,,,40.70 ,,
内用薬,2171022F6195,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「ＴＹＫ」,武田テバ薬品,後発品,,,32.10 ,,
内用薬,2171022F6209,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「ＹＤ」,陽進堂,後発品,,,32.10 ,,
内用薬,2171022F6217,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「科研」,大興製薬,後発品,,,40.70 ,,
内用薬,2171022F6225,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「ケミファ」,日本薬品工業,後発品,,,40.70 ,,
内用薬,2171022F6233,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「テバ」,武田テバファーマ,後発品,,,32.10 ,,
内用薬,2171022F6241,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「フソー」,シオノケミカル,後発品,,,32.10 ,,
内用薬,2171022F6250,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,40.70 ,,
内用薬,2171022F6268,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「イセイ」,コーアイセイ,後発品,,,32.10 ,,
内用薬,2171022F6276,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「あすか」,あすか製薬,後発品,,,32.10 ,,
内用薬,2171022Q1046,アムロジピンベシル酸塩,２．５ｍｇ１包,,,,アムロジピン内用ゼリー２．５ｍｇ「あすか」,あすか製薬,後発品,,,16.70 ,H29.3.31まで,
内用薬,2171022Q1054,アムロジピンベシル酸塩,２．５ｍｇ１包,,,,アムロジピン内用ゼリー２．５ｍｇ「トーワ」,東和薬品,後発品,,,16.70 ,H30.3.31まで,
内用薬,2171022Q1070,アムロジピンベシル酸塩,２．５ｍｇ１包,,,,アムロジピン内用ゼリー２．５ｍｇ「ＴＹＫ」,武田テバ薬品,後発品,,,16.70 ,,
内用薬,2171022Q1097,アムロジピンベシル酸塩,２．５ｍｇ１包,,,,アムロジピン内用ゼリー２．５ｍｇ「ＪＧ」,長生堂製薬,後発品,,,16.70 ,H29.3.31まで,
内用薬,2171022Q2042,アムロジピンベシル酸塩,５ｍｇ１包,,,,アムロジピン内用ゼリー５ｍｇ「あすか」,あすか製薬,後発品,,,32.80 ,H29.3.31まで,
内用薬,2171022Q2050,アムロジピンベシル酸塩,５ｍｇ１包,,,,アムロジピン内用ゼリー５ｍｇ「トーワ」,東和薬品,後発品,,,32.80 ,H30.3.31まで,
内用薬,2171022Q2077,アムロジピンベシル酸塩,５ｍｇ１包,,,,アムロジピン内用ゼリー５ｍｇ「ＴＹＫ」,武田テバ薬品,後発品,,,32.80 ,,
内用薬,2171022Q2093,アムロジピンベシル酸塩,５ｍｇ１包,,,,アムロジピン内用ゼリー５ｍｇ「ＪＧ」,長生堂製薬,後発品,,,32.80 ,H29.3.31まで,
内用薬,2171023F1023,一硝酸イソソルビド,１０ｍｇ１錠,局,,,アイトロール錠１０ｍｇ,トーアエイヨー,,先発品,○,9.90 ,,
内用薬,2171023F1058,一硝酸イソソルビド,１０ｍｇ１錠,局,,,ソプレロール錠１０ｍｇ,日新製薬（山形）,後発品,,,5.60 ,,
内用薬,2171023F1066,一硝酸イソソルビド,１０ｍｇ１錠,局,,,タイシロール錠１０ｍｇ,武田テバ薬品,後発品,,,5.60 ,,
内用薬,2171023F1074,一硝酸イソソルビド,１０ｍｇ１錠,局,,,一硝酸イソソルビド錠１０ｍｇ「タイヨー」,武田テバファーマ,後発品,,,5.60 ,,
内用薬,2171023F1082,一硝酸イソソルビド,１０ｍｇ１錠,局,,,一硝酸イソソルビド錠１０ｍｇ「サワイ」,沢井製薬,後発品,,,5.60 ,,
内用薬,2171023F1090,一硝酸イソソルビド,１０ｍｇ１錠,局,,,一硝酸イソソルビド錠１０ｍｇ「トーワ」,東和薬品,後発品,,,5.60 ,,
内用薬,2171023F2020,一硝酸イソソルビド,２０ｍｇ１錠,局,,,アイトロール錠２０ｍｇ,トーアエイヨー,,先発品,○,14.50 ,,
内用薬,2171023F2038,一硝酸イソソルビド,２０ｍｇ１錠,局,,,タイシロール錠２０ｍｇ,武田テバ薬品,後発品,,,7.60 ,,
内用薬,2171023F2062,一硝酸イソソルビド,２０ｍｇ１錠,局,,,ソプレロール錠２０ｍｇ,日新製薬（山形）,後発品,,,7.60 ,,
内用薬,2171023F2119,一硝酸イソソルビド,２０ｍｇ１錠,局,,,一硝酸イソソルビド錠２０ｍｇ「タイヨー」,武田テバファーマ,後発品,,,7.60 ,,
内用薬,2171023F2127,一硝酸イソソルビド,２０ｍｇ１錠,局,,,一硝酸イソソルビド錠２０ｍｇ「サワイ」,沢井製薬,後発品,,,7.60 ,,
内用薬,2171023F2135,一硝酸イソソルビド,２０ｍｇ１錠,局,,,一硝酸イソソルビド錠２０ｍｇ「トーワ」,東和薬品,後発品,,,7.60 ,,
内用薬,2172002F1053,イソクスプリン塩酸塩,１０ｍｇ１錠,局,,,ズファジラン錠１０ｍｇ,第一三共,,,,8.90 ,,
内用薬,2172006F1035,ヘプロニカート,１００ｍｇ１錠,,,,ヘプロニカート錠１００ｍｇ「ＣＨ」,長生堂製薬,,先発品,,5.80 ,,
内用薬,2183001F1060,クリノフィブラート,２００ｍｇ１錠,,,,リポクリン錠２００,大日本住友製薬,,先発品,,13.60 ,,
内用薬,2183002M1013,クロフィブラート,２５０ｍｇ１カプセル,局,,,クロフィブラートカプセル,,,,,8.50 ,,
内用薬,2183002M2010,クロフィブラート,５００ｍｇ１カプセル,局,,,クロフィブラートカプセル,,,,,9.60 ,,
内用薬,2183005G1013,ベザフィブラート,２００ｍｇ１錠,,,,ベザフィブラート２００ｍｇ徐放錠,,後発品,,,9.90 ,,
内用薬,2183005G1072,ベザフィブラート,２００ｍｇ１錠,局,,,ベザレックスＳＲ錠２００,メディサ新薬,後発品,,,14.60 ,,
内用薬,2183005G1234,ベザフィブラート,２００ｍｇ１錠,局,,,ベザトールＳＲ錠２００ｍｇ,キッセイ薬品工業,,先発品,○,33.80 ,,
内用薬,2183005G1242,ベザフィブラート,２００ｍｇ１錠,局,,,ベザリップ錠２００ｍｇ,中外製薬,,先発品,○,37.90 ,H30.3.31まで,
内用薬,2183005G2010,ベザフィブラート,１００ｍｇ１錠,,,,ベザフィブラート１００ｍｇ徐放錠,,後発品,,,7.70 ,,
内用薬,2183005G2028,ベザフィブラート,１００ｍｇ１錠,局,,,ベザトールＳＲ錠１００ｍｇ,キッセイ薬品工業,,先発品,○,22.40 ,,
内用薬,2183005G2052,ベザフィブラート,１００ｍｇ１錠,局,,,ベザレックスＳＲ錠１００,メディサ新薬,後発品,,,9.90 ,,
内用薬,2183005G2060,ベザフィブラート,１００ｍｇ１錠,局,,,ベスタリットＬ錠１００,武田テバファーマ,後発品,,,9.90 ,,
内用薬,2183005G2095,ベザフィブラート,１００ｍｇ１錠,局,,,ベザリップ錠１００ｍｇ,中外製薬,,先発品,○,22.30 ,H30.3.31まで,
内用薬,2183005G2150,ベザフィブラート,１００ｍｇ１錠,局,,,ベザフィブラート徐放錠１００ｍｇ「ＪＧ」,長生堂製薬,後発品,,,9.90 ,,
内用薬,2183006F3023,フェノフィブラート,５３．３ｍｇ１錠,,,,リピディル錠５３．３ｍｇ,あすか製薬,,先発品,○,28.40 ,,
内用薬,2183006F3031,フェノフィブラート,５３．３ｍｇ１錠,,,,トライコア錠５３．３ｍｇ,マイランＥＰＤ,,先発品,○,28.40 ,,
内用薬,2183006F3040,フェノフィブラート,５３．３ｍｇ１錠,,,,フェノフィブラート錠５３．３ｍｇ「武田テバ」,武田テバファーマ,後発品,,,16.70 ,,H29.12.8収載
内用薬,2183006F4020,フェノフィブラート,８０ｍｇ１錠,,,,リピディル錠８０ｍｇ,あすか製薬,,先発品,○,37.00 ,,
内用薬,2183006F4038,フェノフィブラート,８０ｍｇ１錠,,,,トライコア錠８０ｍｇ,マイランＥＰＤ,,先発品,○,36.90 ,,
内用薬,2183006F4046,フェノフィブラート,８０ｍｇ１錠,,,,フェノフィブラート錠８０ｍｇ「武田テバ」,武田テバファーマ,後発品,,,21.80 ,,H29.12.8収載
内用薬,2183006M3049,フェノフィブラート,６７ｍｇ１カプセル,,,,フェノフィブラートカプセル６７ｍｇ「ＫＴＢ」,寿製薬,後発品,,,16.70 ,,
内用薬,2183006M4045,フェノフィブラート,１００ｍｇ１カプセル,,,,フェノフィブラートカプセル１００ｍｇ「ＫＴＢ」,寿製薬,後発品,,,21.70 ,,
内用薬,2189001F1200,エラスターゼ,１，８００単位１錠,,,,エラスチーム錠１８００,エーザイ,,先発品,○,14.80 ,,
内用薬,2189001F1226,エラスターゼ,１，８００単位１錠,,,,エルモナーゼ錠１８００,東和薬品,後発品,,,5.80 ,,
内用薬,2189003F1136,デキストラン硫酸ナトリウム,１５０ｍｇ１錠,,,,ＭＤＳコーワ錠１５０,興和,,,,5.90 ,,
内用薬,2189003F2035,デキストラン硫酸ナトリウム,３００ｍｇ１錠,,,,ＭＤＳコーワ錠３００,興和,,,,9.10 ,,
内用薬,2189004F1017,ニコモール,２００ｍｇ１錠,局,,,ニコモール錠,,,,,9.10 ,,
内用薬,2189005F1020,ニセリトロール,１２５ｍｇ１錠,,,,ペリシット錠１２５ｍｇ,三和化学研究所,,先発品,,8.40 ,,
内用薬,2189005F2026,ニセリトロール,２５０ｍｇ１錠,,,,ペリシット錠２５０ｍｇ,三和化学研究所,,先発品,,13.80 ,,
内用薬,2189006M1058,ポリエンホスファチジルコリン,２５０ｍｇ１カプセル,,,,ＥＰＬカプセル２５０ｍｇ,アルフレッサファーマ,後発品,,,8.10 ,,
内用薬,2189008C1094,プロブコール,５０％１ｇ,局,,,シンレスタール細粒５０％,第一三共エスファ,,先発品,,39.40 ,,
内用薬,2189008C1108,プロブコール,５０％１ｇ,局,,,ロレルコ細粒５０％,大塚製薬,,先発品,,38.10 ,H29.3.31まで,
内用薬,2189008F1015,プロブコール,２５０ｍｇ１錠,,,,プロブコール２５０ｍｇ錠,,後発品,,,6.40 ,,
内用薬,2189008F1287,プロブコール,２５０ｍｇ１錠,局,,,ロレルコ錠２５０ｍｇ,大塚製薬,,先発品,○,20.20 ,,
内用薬,2189008F1368,プロブコール,２５０ｍｇ１錠,局,,,クラフェデン錠２５０ｍｇ,コーアイセイ,後発品,,,7.50 ,H29.3.31まで,
内用薬,2189008F1376,プロブコール,２５０ｍｇ１錠,局,,,シンレスタール錠２５０ｍｇ,第一三共エスファ,,先発品,○,20.40 ,,
内用薬,2189008F1406,プロブコール,２５０ｍｇ１錠,局,,,ライドラース錠２５０ｍｇ,日新製薬（山形）,後発品,,,7.50 ,H29.3.31まで,
内用薬,2189008F1414,プロブコール,２５０ｍｇ１錠,局,,,ワニール錠２５０ｍｇ,原沢製薬工業,後発品,,,7.50 ,H28.9.30まで,
内用薬,2189008F1457,プロブコール,２５０ｍｇ１錠,局,,,プロブコール錠２５０ｍｇ「ツルハラ」,鶴原製薬,後発品,,,7.50 ,,
内用薬,2189008F1465,プロブコール,２５０ｍｇ１錠,局,,,プロブコール錠２５０ｍｇ「サワイ」,沢井製薬,後発品,,,7.50 ,,
内用薬,2189009R1032,コレスチラミン,４４．４％１ｇ,,,,クエストラン粉末４４．４％,サノフィ,,先発品,,7.00 ,,
内用薬,2189010C1032,プラバスタチンナトリウム,０．５％１ｇ,局,,,メバロチン細粒０．５％,第一三共,,先発品,○,53.00 ,,
内用薬,2189010C1040,プラバスタチンナトリウム,０．５％１ｇ,局,,,メバトルテ細粒０．５％,武田テバ薬品,後発品,,,27.90 ,,
内用薬,2189010C2020,プラバスタチンナトリウム,１％１ｇ,局,,,メバロチン細粒１％,第一三共,,先発品,○,97.60 ,,
内用薬,2189010C2039,プラバスタチンナトリウム,１％１ｇ,局,,,メバトルテ細粒１％,武田テバ薬品,後発品,,,50.60 ,,
内用薬,2189010F1012,プラバスタチンナトリウム,５ｍｇ１錠,,,,プラバスタチンナトリウム５ｍｇ錠,,後発品,,,12.40 ,,
内用薬,2189010F1039,プラバスタチンナトリウム,５ｍｇ１錠,局,,,メバロチン錠５,第一三共,,先発品,○,45.50 ,,
内用薬,2189010F1055,プラバスタチンナトリウム,５ｍｇ１錠,局,,,プラバスタチンＮａ錠５ｍｇ「アメル」,共和薬品工業,後発品,,,17.40 ,,
